11:29:59 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=False, log_dir=./m-values/N16/S32/M16/T029/P025/NF3/sample_rho, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
11:29:59 [ultranest] [INFO] Sampling 400 live points from prior ...
11:30:00 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
11:30:00 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
11:30:00 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
11:30:00 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
