logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190569556280971e+07 nan -2.503130218118530294e-03 3.990000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190500241562724e+07 nan -5.012541823544281946e-03 3.980000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190459695051610e+07 nan -7.528266420791573932e-03 3.970000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190430926844478e+07 nan -1.005033585350144018e-02 3.960000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190408612489700e+07 nan -1.257878220686011773e-02 3.950000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190390380334109e+07 5.198946043456247335e-01 -1.511363781004817011e-02 3.940000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190374965266138e+07 4.762617554267054021e-01 -1.765493523872075157e-02 3.930000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190361612126976e+07 3.407349459186860829e-01 -2.020270731751944854e-02 3.920000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190349833823740e+07 2.908377123116805962e-01 -2.275698712261621515e-02 3.910000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190339297772199e+07 2.333793535500933158e-01 -2.531780798428987650e-02 3.900000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190329766754061e+07 2.475324326996445889e-01 -2.788520348953569400e-02 3.890000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190321065616608e+07 2.194086453328226716e-01 -3.045920748470854617e-02 3.880000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190313061346114e+07 2.240634590399209480e-01 -3.303985407820018289e-02 3.870000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190305650548637e+07 1.858811481667166365e-01 -3.562717764315112556e-02 3.860000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
-3.625190298751261085e+07 1.872968145454555755e-01 -3.822121282019776134e-02 3.850000000000000000e+02 -3.625189970409826189e+07 -3.625190569556280971e+07 nan
